class,subclass,dataset,text,minimalpair,length in words,word length,length in characters,average concreteness,average AoA,Flan-T5-xxl perplexity,GPT2-xl perplexity,GPT2-base perplexity,Flan-T5-base perplexity,XLNet-base-cased perplexity,OPT-125m perplexity,XLNet-large-cased perplexity,OPT-13b perplexity,OPT-13b recognition,Flan-T5-xxl recognition,GPT2-xl recognition,XLNet-large-cased recognition,Average word frequency
3,Referential ambiguity,WSC273,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very concerned.,26,16,4.4375,86,2.756258479,8.111576913,40.50847229,65.21985626,61.66600037,50.8605533,7.427086353,98.91752695,10.30133438,63.85727681,Incorrect-A,Incorrect-B,Incorrect-B,Correct-A,0.112967712
3,Referential ambiguity,WSC273,Bob collapsed on the sidewalk. Soon he saw Carl coming to help. He was very ill.,27,16,4.0625,80,2.756258479,8.111576913,31.10813137,67.70537567,66.42158508,42.56711231,7.748525143,99.26330203,8.161334038,77.64355191,Correct-A,Incorrect-B,Incorrect-A,Incorrect-Neither,0.112967712
3,Referential ambiguity,WSC273,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very hurt.",28,19,4.736842105,108,2.489480824,8.442478141,34.36240147,35.49248123,63.81201553,62.71644629,5.368115902,98.43040465,7.611900806,40.762342,Incorrect-A,Correct-B,Incorrect-B,Incorrect-Neither,0.041326186
3,Referential ambiguity,WSC273,"Bob paid for Charlie's college education, but now Charlie acts as though it never happened. He is very ungrateful.",29,19,5.052631579,114,2.489480824,8.442478141,24.72061003,23.6854229,45.65863419,41.40256749,3.235166311,68.66364769,10.97894001,24.45700261,Correct-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.041326186
3,Referential ambiguity,WSC273,Bob paid for Charlie's college education. He is very generous.,30,10,5.3,62,2.748760174,9.465919347,37.23752395,39.05472946,67.78462219,65.19557047,4.701909065,151.7901666,5.876971722,47.26152028,Correct-A,Correct-B,Incorrect-Neither,Incorrect-A,0.048520588
3,Referential ambiguity,WSC273,Bob paid for Charlie's college education. He is very grateful.,31,10,5.3,62,2.748760174,9.465919347,33.73013358,48.07845688,72.21448517,58.13029289,5.416272163,159.0176978,8.174200058,59.11157534,Incorrect-A,Correct-B,Correct-A,Incorrect-Neither,0.048520588
3,Referential ambiguity,WSC273,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have lost.",32,24,3.875,116,2.489694565,8.014450328,21.18640089,20.5371685,31.39610672,28.03127514,5.880494118,49.29012096,13.38596249,22.55423131,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.082524136
3,Referential ambiguity,WSC273,"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck, he would have won.",33,24,3.833333333,115,2.489694565,8.014450328,22.51233234,20.50050735,30.60977745,26.35753691,5.718723774,47.33802442,12.54602528,22.30228459,Incorrect-A,Incorrect-B,Incorrect-Neither,Incorrect-Neither,0.082524136
3,Referential ambiguity,WSC273,Carol believed that Rebecca regretted that she had stolen the watch.,34,11,5.272727273,68,2.519212253,8.691829679,72.8529893,100.6475906,147.7173615,127.7525605,11.41134167,274.1752838,46.8143158,132.5223952,Correct-A,Incorrect-B,Incorrect-A,Incorrect-Neither,0.120954661
3,Referential ambiguity,WSC273,Carol believed that Rebecca suspected that she had stolen the watch.,35,11,5.272727273,68,2.446824348,8.691829679,135.9634932,76.03972626,128.4727325,156.2048742,8.640591621,182.7031773,122.9634628,82.94479122,Correct-A,Correct-B,Incorrect-Neither,Correct-A,0.120976078
3,Referential ambiguity,WSC273,Dan had to stop Bill from toying with the injured bird. He is very compassionate.,36,15,4.466666667,81,2.442088986,8.24067104,72.74492697,76.54068756,85.43491364,102.3180491,9.520208359,168.6460891,9.885094643,74.6621671,Incorrect-A,Incorrect-B,Correct-B,Incorrect-Neither,0.133555357
3,Referential ambiguity,WSC273,Dan had to stop Bill from toying with the injured bird. He is very cruel.,37,15,3.933333333,73,2.442088986,8.24067104,74.23053855,78.15734863,89.32551575,104.0345378,8.494645119,155.4807828,10.4449482,72.49280532,Correct-A,Correct-B,Incorrect-B,Incorrect-Neither,0.133555357
3,Referential ambiguity,WSC273,"Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.",38,15,4.666666667,84,2.692755652,7.787778831,82.80805704,78.43710327,192.630188,167.4501303,5.282408237,184.2620886,9.06267643,87.7754624,Correct-A,Incorrect-B,Correct-B,Incorrect-A,0.141625114
3,Referential ambiguity,WSC273,"Dan took the rear seat while Bill claimed the front because his ""Dibs!"" was slow.",39,15,4.466666667,81,2.692755652,7.787778831,90.61942261,95.42585754,189.471817,149.2648915,5.387224197,181.1905424,14.61048031,112.8534903,Incorrect-A,Incorrect-B,Incorrect-B,Correct-A,0.141625114
3,Referential ambiguity,WSC273,Dr. Adams informed Kate that she had cancer and presented several options for future treatment.,40,15,5.4,95,2.564506783,8.558081303,54.14138385,51.20782471,87.17689514,68.83030679,6.725655079,106.3523442,20.58038521,64.83069346,Incorrect-A,Incorrect-A,Incorrect-A,Incorrect-Neither,0.068219032
3,Referential ambiguity,WSC273,Dr. Adams informed Kate that she had retired and presented several options for future treatment.,41,15,5.466666667,96,2.531173449,8.732083507,85.39634447,110.5821915,126.9337311,104.4520768,5.772289753,178.5900447,25.23237038,115.1275155,Incorrect-A,Incorrect-A,Correct-B,Correct-B,0.068062957
3,Referential ambiguity,WSC273,Emma did not pass the ball to Janie although she saw that she was open.,42,15,3.8,71,2.653920058,6.747554489,57.69169999,43.81451416,71.04810333,65.8426484,5.567173481,71.8460505,16.20863533,37.2640701,Incorrect-A,Incorrect-A,Correct-A,Correct-A,0.12671675
3,Referential ambiguity,WSC273,Emma did not pass the ball to Janie although she was open.,43,12,3.916666667,58,2.537400073,7.229806778,63.24460639,62.70768356,83.86991119,67.00819403,4.935697079,89.23364409,16.4336834,50.89057426,Incorrect-A,Incorrect-A,Incorrect-B,Incorrect-Neither,0.1447528
3,Referential ambiguity,WSC273,"Emma's mother had died long ago, and her education had been managed by an excellent woman as governess.",44,18,4.777777778,103,2.598963044,8.114891367,27.81131051,29.42819595,51.77138901,32.30308526,4.18781805,75.25632576,10.35809231,28.7068706,Correct-A,Incorrect-A,Incorrect-B,Incorrect-Neither,0.05479747
3,Referential ambiguity,WSC273,"Emma's mother had died long ago, and her place had been taken by an excellent woman as governess.",45,18,4.444444444,97,2.608614879,8.017669145,26.18298513,23.26941299,39.32160568,29.64786838,5.045142174,56.40990416,17.40560341,23.02237897,Correct-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.054823043
3,Referential ambiguity,WSC273,"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make fewer of them.",46,23,4.913043478,135,2.874191418,7.359332855,20.70880688,17.84657097,30.77192116,22.85607416,3.595206261,34.84683132,4.162814617,24.18139058,Incorrect-A,Incorrect-B,Incorrect-Neither,Incorrect-A,0.135755129
3,Referential ambiguity,WSC273,"Everyone really loved the oatmeal cookies; only a few people liked the chocolate chip cookies. Next time, we should make more of them.",47,23,4.869565217,134,2.845223289,7.045473331,19.6973856,16.03129196,26.44150734,20.91147361,3.700341225,29.14401584,4.205491543,20.82613378,Incorrect-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.138637873
3,Referential ambiguity,WSC273,Frank felt crushed when his longtime rival Bill revealed that he was the winner of the competition.,48,17,4.882352941,99,2.595223581,7.381639024,44.40408122,72.66546631,71.29972076,56.23673003,11.64502811,100.1820376,21.40398598,59.45960103,Correct-A,Correct-A,Incorrect-Neither,Correct-A,0.169187213
3,Referential ambiguity,WSC273,Frank felt vindicated when his longtime rival Bill revealed that he was the winner of the competition.,49,17,5.058823529,102,2.52618046,7.381639024,28.22621645,53.99192047,53.44208908,35.08232823,14.16534615,70.44416053,14.8050766,50.39589461,Correct-A,Correct-B,Incorrect-B,Incorrect-Neither,0.169180805
3,Referential ambiguity,WSC273,Frank was upset with Tom because the toaster he had bought from him didn't work.,50,15,4.4,80,2.655671189,7.568852698,19.77481844,27.08562469,38.73454666,23.55976572,10.17079163,69.79125189,7.170125484,27.738263,Correct-A,Correct-A,Correct-B,Incorrect-Neither,0.092030624
3,Referential ambiguity,WSC273,Frank was upset with Tom because the toaster he had sold him didn't work.,51,14,4.285714286,73,2.713933416,7.792199462,23.93296907,35.20633698,47.24649048,25.90547598,9.370763779,90.67967836,7.287257195,35.74225216,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.091614106
3,Referential ambiguity,WSC273,"Fred and Alice had very warm down coats, but they were not enough for the cold in Alaska.",52,18,4.0,89,2.428614879,6.743668467,47.3512199,47.67002869,80.20262909,58.24543932,3.078606129,95.62828779,7.098781586,59.1917924,Incorrect-A,Incorrect-B,Correct-B,Incorrect-Neither,0.136435024
3,Referential ambiguity,WSC273,"Fred and Alice had very warm down coats, but they were not prepared for the cold in Alaska.",53,18,4.111111111,91,2.46972599,6.968278637,46.23586204,48.22918701,68.6658783,54.85372754,3.737815857,75.38249546,7.106935501,55.86514356,Incorrect-A,Incorrect-A,Correct-B,Incorrect-Neither,0.136312342
3,Referential ambiguity,WSC273,"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered them when the wind stopped.",54,21,4.666666667,118,2.963695321,7.057892172,15.05561818,23.52672195,36.84134674,37.39436567,4.381554604,48.20687437,6.435717106,25.55976633,Correct-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.110710358
3,Referential ambiguity,WSC273,"Fred covered his eyes with his hands, because the wind was blowing sand around. He opened them when the wind stopped.",55,21,4.619047619,117,2.963695321,7.057892172,14.46426559,20.66540909,31.93091393,34.3971804,3.403018236,43.36276427,6.188874245,22.01554848,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.110751739
3,Referential ambiguity,WSC273,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve months old.",56,25,4.12,127,2.858005426,7.23696635,20.29783075,17.95938873,24.7906208,19.58705743,4.349931717,29.1402917,7.922234535,23.26774955,Incorrect-A,Correct-B,Incorrect-A,Incorrect-A,0.066639815
3,Referential ambiguity,WSC273,"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father, he was twelve years old.",57,25,4.08,126,2.858005426,7.23696635,17.59339296,16.12413597,22.75170898,17.34570073,4.278343201,26.3430497,7.699022293,20.55363215,Correct-A,Incorrect-B,Incorrect-Neither,Incorrect-Neither,0.067031672
3,Referential ambiguity,WSC273,Fred is the only man still alive who remembers my great-grandfather. He is a remarkable man.,58,16,4.8125,92,2.568833424,7.410142654,13.86833128,16.80859947,18.58991623,16.54747702,6.378033638,34.08598553,10.89938068,19.71090596,Correct-A,Correct-A,Incorrect-Neither,Incorrect-A,0.119903801
3,Referential ambiguity,WSC273,Fred is the only man still alive who remembers my great-grandfather. He was a remarkable man.,59,16,4.875,93,2.575083424,7.410142654,13.61899425,15.82462597,17.80532455,15.81836079,5.120972157,31.87126216,8.478812218,18.5069727,Incorrect-A,Correct-A,Correct-A,Incorrect-Neither,0.111198925
3,Referential ambiguity,WSC273,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it off.",60,35,3.885714286,170,2.68875436,6.733328366,10.95940444,12.47490883,14.24195671,12.93547732,2.94212389,17.10008906,5.86391592,11.02922642,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.138194321
3,Referential ambiguity,WSC273,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned it on.",61,35,3.857142857,169,2.68875436,6.733328366,11.10109172,12.29654217,14.65372086,13.7818634,3.182585239,17.77385331,7.331320763,10.64330808,Correct-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.138194321
3,Referential ambiguity,WSC273,Fred watched TV while George went out to buy groceries. After an hour he got back.,62,16,4.1875,82,2.700475109,8.719959167,35.60007131,44.74301147,69.3498764,55.57802745,7.654515266,117.4804094,9.227560043,50.10817124,Correct-A,Correct-B,Correct-A,Incorrect-Neither,0.043715913
3,Referential ambiguity,WSC273,Fred watched TV while George went out to buy groceries. After an hour he got up.,63,16,4.0625,80,2.700475109,8.719959167,51.18658547,48.78347015,59.47023392,51.29115695,10.30339336,98.95229554,10.75029087,43.39164928,Correct-A,Incorrect-B,Incorrect-A,Incorrect-A,0.043715913
3,Referential ambiguity,WSC273,"George got free tickets to the play, but he gave them to Eric, because he was not particularly eager to see it.",64,22,4.090909091,111,2.37824249,7.139444391,20.50478461,26.29000664,35.24655151,31.46540784,4.639052391,43.65307504,6.46206665,27.32998229,Correct-A,Incorrect-B,Incorrect-Neither,Incorrect-Neither,0.135664567
3,Referential ambiguity,WSC273,"George got free tickets to the play, but he gave them to Eric, because he was particularly eager to see it.",65,21,4.142857143,107,2.392444514,7.294282981,20.0377732,25.17769241,33.37693024,33.36861557,5.065643311,45.41713054,6.719849586,26.3418564,Correct-A,Incorrect-B,Correct-B,Incorrect-A,0.136704445
3,Referential ambiguity,WSC273,"George got free tickets to the play, but he gave them to Eric, even though he was particularly eager to see it.",66,22,4.090909091,111,2.409606127,7.383102164,19.77937335,27.90310478,34.4201355,31.39730404,4.949671745,44.97909749,8.239429474,27.94528122,Correct-A,Correct-A,Incorrect-B,Incorrect-Neither,0.130620825
3,Referential ambiguity,WSC273,Grace was happy to trade me her sweater for my jacket. She thinks it looks dowdy on her.,67,18,3.944444444,88,2.889866763,6.9386393,27.2214143,46.30770111,61.23844528,39.43516069,5.493716717,66.37241315,8.276605606,45.93935902,Correct-A,Incorrect-B,Incorrect-Neither,Incorrect-A,0.068134273
3,Referential ambiguity,WSC273,Grace was happy to trade me her sweater for my jacket. She thinks it looks great on her.,68,18,3.944444444,88,2.821740821,6.556417078,26.96668339,30.86369896,40.33531952,34.40781045,5.851649284,46.16605894,9.96942234,34.11233445,Incorrect-A,Correct-B,Incorrect-B,Incorrect-Neither,0.068857839
3,Referential ambiguity,WSC273,I can't cut that tree down with that axe; it is too small.,69,13,3.538461538,58,2.868369298,6.517279944,25.86241327,29.46670532,41.9597168,33.48947412,9.872220993,35.61322971,11.72216606,21.94923403,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.059950605
3,Referential ambiguity,WSC273,I can't cut that tree down with that axe; it is too thick.,70,13,3.538461538,58,2.868369298,6.517279944,25.73628022,25.39505577,44.64933014,33.39820001,7.636072636,36.37452738,17.70518494,23.63305889,Incorrect-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.059950605
3,Referential ambiguity,WSC273,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of coffee.",71,30,3.533333333,135,2.54046229,6.361153922,12.16467898,12.81755352,18.7541008,14.42204467,2.649809361,16.44984175,5.802334785,9.18077029,Incorrect-A,Correct-A,Incorrect-A,Incorrect-Neither,0.111574584
3,Referential ambiguity,WSC273,"I couldn't find a spoon, so I tried using a pen to stir my coffee. But that turned out to be a bad idea, because it got full of ink.",72,30,3.433333333,132,2.54046229,6.361153922,12.20808941,13.7331028,21.23888206,14.79415229,2.669800997,17.91347318,6.158520222,9.167836643,Incorrect-A,Correct-B,Incorrect-A,Incorrect-A,0.111574584
3,Referential ambiguity,WSC273,I couldn't put the pot on the shelf because it was too high.,73,13,3.692307692,60,2.75404107,5.913609016,18.78343812,19.26190186,25.36229706,25.81260853,12.07024002,20.05454881,12.5469408,16.24335988,Correct-A,Incorrect-B,Correct-B,Incorrect-Neither,0.182569958
3,Referential ambiguity,WSC273,I couldn't put the pot on the shelf because it was too tall.,74,13,3.692307692,60,2.75404107,5.913609016,18.46688975,19.53816795,28.35589027,27.65590421,9.810656548,21.85559951,12.16522694,16.02921683,Incorrect-A,Correct-B,Incorrect-Neither,Correct-A,0.182569958
3,Referential ambiguity,WSC273,I poured water from the bottle into the cup until it was empty.,75,13,3.923076923,63,2.90327184,5.731583631,19.36446072,18.80583382,23.28772354,15.8934837,10.35508251,25.5255049,17.25507164,20.91914799,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.178497353
3,Referential ambiguity,WSC273,I poured water from the bottle into the cup until it was full.,76,13,3.846153846,62,2.90327184,5.731583631,16.81191338,16.33800507,22.64338112,15.45665988,10.09998226,22.02359129,17.25793648,17.01583454,Incorrect-A,Correct-B,Correct-B,Incorrect-A,0.178497353
3,Referential ambiguity,WSC273,I put the butterfly wing on the table and it broke.,77,11,3.727272727,51,3.145115178,4.663818461,33.74921433,45.30944061,54.7695694,26.22513724,12.66639709,50.47477677,31.96871948,46.69852447,Incorrect-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.25989767
3,Referential ambiguity,WSC273,I put the cake away in the refrigerator. It has a lot of butter in it.,78,16,3.4375,70,2.887816739,5.854096829,19.87531656,16.80308151,17.95405388,20.36029175,7.944788456,16.31401595,11.25281239,16.96930892,Correct-A,Incorrect-B,Incorrect-A,Incorrect-A,0.234640462
3,Referential ambiguity,WSC273,I put the cake away in the refrigerator. It has a lot of leftovers in it.,79,16,3.625,73,2.861566739,5.844096829,22.44327469,21.05458069,21.78192329,19.42931112,7.524769306,16.85050114,11.37386608,18.11684632,Incorrect-A,Incorrect-B,Correct-B,Incorrect-Neither,0.23461587
3,Referential ambiguity,WSC273,I put the heavy book on the table and it broke.,80,11,3.363636364,47,3.00693336,4.597454824,33.46966242,31.25819206,44.56956482,36.08983228,14.33049774,32.16683078,23.27137184,32.91014898,Correct-A,Incorrect-B,Correct-B,Incorrect-A,0.261245986
3,Referential ambiguity,WSC273,"I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know who he was, but he looked very unhappy.",81,27,3.740740741,127,3.072874139,6.024776943,9.609954626,13.62323189,20.77790642,10.29757289,3.99295187,18.35676075,25.57154274,15.32733905,Correct-A,Correct-B,Incorrect-B,Correct-A,0.059279638
3,Referential ambiguity,WSC273,"I saw Jim yelling at some guy in a military uniform with a huge red beard. I don't know why he was, but he looked very unhappy.",82,27,3.740740741,127,3.077318583,6.030697499,11.89193403,18.0374012,24.7854805,11.98220648,4.270689964,22.68953166,15.33436775,18.92591615,Correct-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.058576982
3,Referential ambiguity,WSC273,"I stuck a pin through a carrot. When I pulled the pin out, it had a hole.",83,17,3.352941176,73,2.924784399,6.736504557,13.8675642,17.97448349,26.36342621,22.06826863,3.993964911,20.30794274,8.455618858,14.3258965,Incorrect-A,Correct-B,Incorrect-B,Incorrect-Neither,0.137539881
3,Referential ambiguity,WSC273,"I stuck a pin through a carrot. When I pulled the pin out, it left a hole.",84,17,3.411764706,74,3.038313811,6.417187318,13.68587447,19.46944046,25.64026451,22.67688753,3.930830002,21.78359596,8.011257172,12.86451728,Correct-A,Correct-B,Correct-A,Correct-A,0.136755562
3,Referential ambiguity,WSC273,I took the water bottle out of the backpack so that it would be handy.,85,15,3.733333333,70,2.696417797,5.157361209,23.56158011,21.28640366,28.2218895,26.80158346,11.63320637,21.18707272,23.62696266,23.06317611,Correct-A,Correct-A,Incorrect-A,Incorrect-Neither,0.202625944
