class,subclass,dataset,text,minimalpair,length in words,word length,length in characters,average concreteness,average AoA,Flan-T5-xxl perplexity,GPT2-xl perplexity,GPT2-base perplexity,Flan-T5-base perplexity,XLNet-base-cased perplexity,OPT-125m perplexity,XLNet-large-cased perplexity,OPT-13b perplexity,OPT-13b recognition,Flan-T5-xxl recognition,GPT2-xl recognition,XLNet-large-cased recognition,Average word frequency
3,Referential ambiguity,WSC273,"Bob was playing cards with his friends and was way ahead. If his friends hadn't had a sudden run of good luck, they would have lost.",32,26,4.115384615,132,2.501256522,7.722431149,19.55114603,16.32227135,25.842659,28.24399506,4.795122147,39.73241255,10.54106903,16.6200424,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.078800539
3,Referential ambiguity,WSC273,"Bob was playing cards with his friends and was way ahead. If his friends hadn't had a sudden run of good luck, he would have won.",33,26,4.0,129,2.53971806,7.681442688,18.63862844,16.13794708,24.45866966,23.86266541,4.472614765,37.73285918,9.478569984,15.8556207,Incorrect-A,Incorrect-B,Incorrect-Neither,Incorrect-Neither,0.078733416
3,Referential ambiguity,WSC273,Carol believed that Fred regretted that he had stolen the watch.,34,11,4.909090909,64,2.571030435,8.714112497,44.94354054,100.1060638,176.5686646,87.81523328,8.658786774,264.1230418,31.71395493,106.4480822,Correct-A,Incorrect-B,Incorrect-A,Incorrect-Neither,0.122933784
3,Referential ambiguity,WSC273,Carol believed that Fred suspected that she had stolen the watch.,35,11,5.0,65,2.446824348,8.691829679,108.5978009,72.67984772,132.31604,143.3170459,6.069932461,190.2818789,175.4990387,72.46149414,Correct-A,Correct-B,Incorrect-Neither,Correct-A,0.120976078
3,Referential ambiguity,WSC273,Dan had to stop Grace from toying with the injured bird. He is very compassionate.,36,15,4.533333333,82,2.442088986,8.24067104,88.77418562,101.8741074,107.2312546,120.3773382,7.858025551,178.2942794,6.384622097,72.27666796,Incorrect-A,Incorrect-B,Correct-B,Incorrect-Neither,0.133555357
3,Referential ambiguity,WSC273,Dan had to stop Grace from toying with the injured bird. She is very cruel.,37,15,4.066666667,75,2.442088986,8.24067104,88.66892897,97.01538849,111.6994476,116.3191981,7.514648914,167.7293463,9.047898293,68.77109065,Correct-A,Correct-B,Incorrect-B,Incorrect-Neither,0.133555357
3,Referential ambiguity,WSC273,"Anna took the rear seat while Bill claimed the front because his ""Dibs!"" was quicker.",38,15,4.733333333,85,2.692755652,7.787778831,91.0457453,82.1757431,188.2286682,150.6124452,4.252301216,178.975461,23.21639252,89.3809457,Correct-A,Incorrect-B,Correct-B,Incorrect-A,0.141625114
3,Referential ambiguity,WSC273,"Anna took the rear seat while Bill claimed the front because her ""Dibs!"" was slow.",39,15,4.533333333,82,2.683422319,7.881560431,107.7803837,110.7103958,201.0798035,125.7187561,4.150835991,180.3870961,12.96469116,123.5167391,Incorrect-A,Incorrect-B,Incorrect-B,Correct-A,0.14085224
3,Referential ambiguity,WSC273,The doctors informed Kate that she had cancer and presented several options for future treatment.,40,15,5.533333333,97,2.564506783,8.558081303,59.71990685,50.72397995,81.12416077,75.96713465,10.68036747,88.96411529,32.26059341,49.25901233,Incorrect-A,Incorrect-A,Incorrect-A,Incorrect-Neither,0.068266428
3,Referential ambiguity,WSC273,The doctors informed Kate that they had retired and presented several options for future treatment.,41,15,5.666666667,99,2.502506783,8.819470907,119.3648299,108.9366302,128.6570129,104.8475911,6.410676956,152.1149171,17.50402451,120.1238957,Incorrect-A,Incorrect-A,Correct-B,Correct-B,0.069678057
3,Referential ambiguity,WSC273,Emma did not pass the ball to me although she saw that I was open.,42,15,3.466666667,66,2.778168928,6.181047218,52.968883,26.68149757,49.72072601,65.85753189,4.887292862,59.65313793,9.565160751,28.88041575,Incorrect-A,Incorrect-A,Correct-A,Correct-A,0.127372144
3,Referential ambiguity,WSC273,Emma did not pass the ball to me although I was open.,43,12,3.5,53,2.69271116,6.521672689,65.42742949,36.76823425,68.10062408,91.78546965,4.439869881,83.25402347,33.48783112,46.13896803,Incorrect-A,Incorrect-A,Incorrect-B,Incorrect-Neither,0.145572042
3,Referential ambiguity,WSC273,"Emma's father had died long ago, and her education had been managed by an excellent woman as governess.",44,18,4.777777778,103,2.594518599,8.197113589,26.66711219,25.83792686,47.84222031,31.00333153,4.193071365,82.56714894,10.90866661,29.87438741,Correct-A,Incorrect-A,Incorrect-B,Incorrect-Neither,0.054776213
3,Referential ambiguity,WSC273,"Emma's father had died long ago, and his place had been taken by an excellent woman as governess.",45,18,4.444444444,97,2.611948213,8.021740034,28.2368715,22.63031387,36.84543228,30.46493608,5.132709026,56.38373814,14.44361687,25.75841618,Correct-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.055445849
3,Referential ambiguity,WSC273,"Everyone really loved the oatmeal cookies; only a few people liked the pudding. Next time, we should make fewer of it.",46,21,4.666666667,118,2.698876315,7.62117408,32.67826152,31.90143585,53.13546371,40.25695153,3.736442089,59.58033518,5.151264668,42.32759727,Incorrect-A,Incorrect-B,Incorrect-Neither,Incorrect-A,0.148595294
3,Referential ambiguity,WSC273,"Everyone really loved the oatmeal cookies; only a few people liked the pudding. Next time, we should make more of them.",47,21,4.714285714,119,2.667149317,7.277423172,27.7631667,22.0622921,34.73402405,29.49045294,4.224639893,38.49346077,4.381964207,30.71816823,Incorrect-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.151752585
3,Referential ambiguity,WSC273,Frank felt crushed when his longtime rival Jane revealed that she was the winner of the competition.,48,17,4.941176471,100,2.561694169,7.36722073,56.506013,88.38825226,67.83622742,76.91001548,9.688855171,110.0712635,71.21891785,66.8905862,Correct-A,Correct-A,Incorrect-Neither,Correct-A,0.167906604
3,Referential ambiguity,WSC273,Frank felt vindicated when his longtime rival Jane revealed that she was the winner of the competition.,49,17,5.117647059,103,2.492651049,7.36722073,35.4786583,63.41749191,50.74918747,46.27547537,10.7114048,73.51792254,21.13702774,55.24015529,Correct-A,Correct-B,Incorrect-B,Incorrect-Neither,0.167900195
3,Referential ambiguity,WSC273,Grace was upset with Tom because the toaster she had bought from him didn't work.,50,15,4.466666667,81,2.617671189,7.552511965,23.88063899,24.73816872,43.5028801,27.72127859,7.733522415,61.13504502,28.20007133,28.80239012,Correct-A,Correct-A,Correct-B,Incorrect-Neither,0.090579266
3,Referential ambiguity,WSC273,Grace was upset with Tom because the toaster he had sold her didn't work.,51,14,4.285714286,73,2.675361988,7.910948891,29.03532254,34.33293533,59.34423447,27.33050358,7.021613121,76.04335183,15.81645679,41.32644222,Incorrect-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.092146505
3,Referential ambiguity,WSC273,"Fred had very warm clothes, but they were not enough for the cold in Alaska.",52,15,4.133333333,76,2.375920058,6.725593156,35.21176106,39.59003448,51.41799164,68.85768482,6.328614235,88.97039388,11.10178757,38.62421472,Incorrect-A,Incorrect-B,Correct-B,Incorrect-Neither,0.125615749
3,Referential ambiguity,WSC273,"Fred had very warm clothes, but he was not prepared for the cold in Alaska.",53,15,4.066666667,75,2.505920058,6.924078694,24.38800855,34.9512291,38.9878273,45.19674824,10.71823311,65.16234622,14.06833649,31.82194679,Incorrect-A,Incorrect-A,Correct-B,Incorrect-Neither,0.127982242
3,Referential ambiguity,WSC273,"Fred covered his eyes with his arm, because the wind was blowing sand around. He lowered it when the wind stopped.",54,21,4.476190476,114,2.95274294,7.034040791,17.36622926,27.20963097,41.69973373,38.62357011,3.818782806,56.18569599,5.987454891,29.19861941,Correct-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.115671044
3,Referential ambiguity,WSC273,"Fred covered his eyes with his arm, because the wind was blowing sand around. He opened them when the wind stopped.",55,21,4.523809524,115,2.963695321,7.057892172,16.62887326,24.05130768,38.87173462,37.05594892,3.438129425,52.96519553,5.468525887,25.12079511,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.110751739
3,Referential ambiguity,WSC273,"Fred is the only man alive who still remembers my mother as an infant. When Fred first saw my father, he was twelve months old.",56,25,4.12,127,2.861205426,7.17776635,21.44303502,22.84289551,26.97877312,21.56183296,4.821199417,33.07274205,9.469031334,32.3770132,Incorrect-A,Correct-B,Incorrect-A,Incorrect-A,0.066655119
3,Referential ambiguity,WSC273,"Fred is the only man alive who still remembers my mother as an infant. When Fred first saw my father, she was twelve years old.",57,25,4.12,127,2.838405426,7.16796191,22.66097071,22.27498055,27.82540512,23.82904826,5.046765804,31.80899851,9.792944908,31.02405019,Correct-A,Incorrect-B,Incorrect-Neither,Incorrect-Neither,0.066176163
3,Referential ambiguity,WSC273,Fred is the only man still alive who remembers my great-grandmother. He is a remarkable man.,58,16,4.8125,92,2.568833424,7.410142654,14.73095676,18.52902985,22.11011696,19.57976437,6.251731396,36.3893775,6.652617931,20.09512632,Correct-A,Correct-A,Incorrect-Neither,Incorrect-A,0.119903801
3,Referential ambiguity,WSC273,Fred is the only man still alive who remembers my great-grandmother. She was a remarkable woman.,59,16,5.0625,96,2.575083424,7.410142654,13.58839303,16.24268532,19.37037086,17.4746023,5.280294895,34.92007791,8.502006531,17.38851908,Incorrect-A,Correct-A,Correct-A,Incorrect-Neither,0.111198925
3,Referential ambiguity,WSC273,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the shows turned out to be boring, so he changed his mind and turned them off.",60,35,3.971428571,173,2.668647702,6.884497282,12.48827604,13.7669735,17.70601082,15.55738872,3.174335003,20.87091955,5.722717285,13.69520321,Incorrect-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.135016938
3,Referential ambiguity,WSC273,"Fred was supposed to run the dishwasher, but he put it off, because he wanted to watch TV. But the shows turned out to be boring, so he changed his mind and turned it on.",61,35,3.885714286,170,2.662076273,6.870186454,11.69069705,13.91547871,16.72487068,15.49337069,3.358288527,19.86246951,6.695213795,11.98183796,Correct-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.13799335
3,Referential ambiguity,WSC273,Fred watched TV while his children went out to buy groceries. After an hour they got back.,62,17,4.352941176,90,2.776549105,8.080342036,50.99721585,43.63290024,58.94564819,63.87673702,7.557405472,100.4286454,7.792227745,40.97694518,Correct-A,Correct-B,Correct-A,Incorrect-Neither,0.04344621
3,Referential ambiguity,WSC273,Fred watched TV while his children went out to buy groceries. After an hour he got up.,63,17,4.117647059,86,2.835372634,8.0176538,44.21121883,37.64581299,48.41550446,42.58525206,7.646989346,81.80858824,8.810476303,43.35942506,Correct-A,Incorrect-B,Incorrect-A,Incorrect-A,0.043343552
3,Referential ambiguity,WSC273,"George got free tickets to the play, but he gave them to Emily, because he was not particularly eager to see it.",64,22,4.136363636,112,2.37824249,7.139444391,21.76027354,26.39321136,37.52816772,31.68723824,4.303583622,45.40742943,7.487918854,26.55156617,Correct-A,Incorrect-B,Incorrect-Neither,Incorrect-Neither,0.135664567
3,Referential ambiguity,WSC273,"George got free tickets to the play, but he gave them to Emily, because she was particularly eager to see it.",65,21,4.238095238,109,2.365301656,7.282611029,20.83512794,23.80497169,31.6728878,35.66722999,4.595015049,44.90107415,5.730326176,24.66432309,Correct-A,Incorrect-B,Correct-B,Incorrect-A,0.135667762
3,Referential ambiguity,WSC273,"George got free tickets to the play, but he gave them to Emily, even though he was particularly eager to see it.",66,22,4.136363636,112,2.409606127,7.383102164,20.76174372,28.4400425,36.66679001,31.29136588,4.594645977,47.33630893,8.469475746,26.34954471,Correct-A,Correct-A,Incorrect-B,Incorrect-Neither,0.130620825
3,Referential ambiguity,WSC273,Grace was happy to trade me her sweater for my earrings. She thinks it looks dowdy on her.,67,18,4.055555556,90,2.889866763,6.9386393,35.43218245,47.34959412,58.75381851,44.81029987,5.830930233,66.04105689,7.226805687,45.9737308,Correct-A,Incorrect-B,Incorrect-Neither,Incorrect-A,0.068134273
3,Referential ambiguity,WSC273,Grace was happy to trade me her sweater for my earrings. She thinks they look great on her.,68,18,4.111111111,91,2.842851933,6.542928189,30.34285106,31.82696915,40.58330536,38.72740722,7.082004547,42.79651241,9.914785385,32.78025008,Incorrect-A,Correct-B,Incorrect-B,Incorrect-Neither,0.064533636
3,Referential ambiguity,WSC273,I can't cut those trees down with that axe; it is too small.,69,13,3.692307692,60,2.77731291,7.048652257,27.13339551,38.42781448,50.23041534,42.54410107,9.637271881,44.13642159,12.44477081,25.22096109,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.04943658
3,Referential ambiguity,WSC273,I can't cut those trees down with that axe; They are too thick.,70,13,3.923076923,63,2.823179599,7.55639557,30.91559732,45.56364441,72.99085999,49.68131564,8.496726036,52.00170678,10.20830345,32.81612685,Incorrect-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.032401652
3,Referential ambiguity,WSC273,"I couldn't find a spoon, so I tried using a pen to stir our coffees. But that turned out to be a bad idea, because it got full of coffee.",71,30,3.6,137,2.52546229,6.415504622,15.98655134,15.86329651,23.75245094,16.83109989,2.796368837,21.13525335,5.818399906,13.03012625,Incorrect-A,Correct-A,Incorrect-A,Incorrect-Neither,0.111486646
3,Referential ambiguity,WSC273,"I couldn't find a spoon, so I tried using a pen to stir our coffees. But that turned out to be a bad idea, because they got full of ink.",72,30,3.566666667,136,2.52946229,6.431490122,17.98109789,18.82898903,26.32209969,18.18179222,2.722883701,23.42097353,5.957156181,14.49781745,Incorrect-A,Correct-B,Incorrect-A,Incorrect-A,0.108706056
3,Referential ambiguity,WSC273,I couldn't put the pots on the shelf because it was too high.,73,13,3.769230769,61,2.617600067,6.302073098,20.99622703,20.21304321,27.8543911,26.27539966,8.175122261,24.82967401,11.34920788,18.08624769,Correct-A,Incorrect-B,Correct-B,Incorrect-Neither,0.182539793
3,Referential ambiguity,WSC273,I couldn't put the pots on the shelf because they were too tall.,74,13,4.0,64,2.61067699,6.338962713,17.41500567,19.78320694,26.01436996,28.30664251,8.077269554,24.35578234,9.228504181,17.65991881,Incorrect-A,Correct-B,Incorrect-Neither,Correct-A,0.173088364
3,Referential ambiguity,WSC273,I poured water from the bottle into the cups until it was empty.,75,13,4.0,64,2.752215452,6.303124636,27.58009525,25.32746696,30.05076218,22.81332618,10.01033592,34.61275843,17.8684597,31.11094987,Correct-A,Correct-B,Incorrect-Neither,Incorrect-Neither,0.178377337
3,Referential ambiguity,WSC273,I poured water from the bottle into the cups until they were full.,76,13,4.153846154,66,2.745292375,6.340014252,20.79575816,18.75659561,27.3425808,18.85994889,12.25703049,27.52723863,19.96040535,22.52268835,Incorrect-A,Correct-B,Correct-B,Incorrect-A,0.168925908
3,Referential ambiguity,WSC273,I put the butterfly wings on the table and they broke.,77,11,4.0,54,2.990230356,5.27196374,49.72268357,47.82611465,64.54219818,39.65910283,14.22249699,43.71084477,37.02335358,50.86137788,Incorrect-A,Incorrect-B,Incorrect-B,Incorrect-Neither,0.25230912
3,Referential ambiguity,WSC273,I put the heavy books on the table and they broke.,78,11,3.636363636,50,2.848412174,5.306509194,38.61375502,40.30070496,58.95858002,67.05415676,21.39778137,33.77107554,22.65850639,49.17435031,Correct-A,Incorrect-B,Incorrect-A,Incorrect-A,0.253728374
3,Referential ambiguity,WSC273,I put the cakes away in the refrigerator. They have a lot of butter in it.,79,16,3.6875,74,2.723441739,5.882846829,26.05691624,27.01349068,28.39328766,22.82536613,5.724992275,24.11355347,10.37212849,27.55444259,Incorrect-A,Incorrect-B,Correct-B,Incorrect-Neither,0.236009878
3,Referential ambiguity,WSC273,I put the cakes away in the refrigerator. It has a lot of leftovers in it.,80,16,3.6875,74,2.750708424,6.327848896,26.87862312,28.22122383,29.3042984,21.1446734,5.731935501,20.45660917,8.3288908,29.53779595,Correct-A,Incorrect-B,Correct-B,Incorrect-A,0.23458626
3,Referential ambiguity,WSC273,"I saw Mary yelling at some guy in a military uniform with a huge red beard. I don't know who he was, but he looked very unhappy.",81,27,3.777777778,128,3.072874139,6.024776943,10.20838828,15.88453579,22.55574799,11.23168277,3.762488365,20.79011661,23.56645584,16.53431704,Correct-A,Correct-B,Incorrect-B,Correct-A,0.059279638
3,Referential ambiguity,WSC273,"I saw Mary yelling at some guy in a military uniform with a huge red beard. I don't know why she was, but he looked very unhappy.",82,27,3.814814815,129,3.056207472,6.021619314,14.8190435,25.08098602,30.07242203,14.95082901,3.952221632,28.39328809,13.19306946,20.92870126,Correct-A,Correct-A,Incorrect-Neither,Incorrect-Neither,0.057770673
3,Referential ambiguity,WSC273,"I stuck some pins through a carrot. When I pulled the pins out, it had a hole.",83,17,3.647058824,78,2.763168747,7.612601389,18.81535982,29.53842354,42.59088898,22.54223226,4.459523678,30.36434454,8.94169426,20.82153638,Incorrect-A,Correct-B,Incorrect-B,Incorrect-Neither,0.115759627
3,Referential ambiguity,WSC273,"I stuck some pins through a carrot. When I pulled the pins out, they left a hole.",84,17,3.823529412,81,2.883756982,7.321493855,18.48202414,31.45860481,39.26429367,23.02858782,4.288424492,32.98867504,9.458694458,19.75050563,Correct-A,Correct-B,Correct-A,Correct-A,0.110068383
3,Referential ambiguity,WSC273,I took the water bottles out of the backpack so that they would be handy.,85,15,3.933333333,73,2.579502261,5.685334413,25.72171746,25.56791496,33.84259415,34.3716522,11.10240746,24.6786461,16.68992233,27.21151871,Correct-A,Correct-A,Incorrect-A,Incorrect-Neither,0.197037688
3,Referential ambiguity,WSC273,I took the water bottles out of the backpack so that it would be lighter.,86,15,3.933333333,73,2.571502261,5.653363413,22.55940491,21.992239,35.08474731,32.80794399,9.774589539,24.07470924,11.46414661,17.77698942,Correct-A,Correct-B,Correct-B,Incorrect-A,0.202598869
